group,genres,year,url,genres_coded
СЕГОДНЯНОЧЬЮ,БРИТ-ПОП,2001.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F%D0%BD%D0%BE%D1%87%D1%8C%D1%8E,BRIT POP
СЕДЬМАЯ ВОДА,FOLK,1987.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%B4%D1%8C%D0%BC%D0%B0%D1%8F_%D0%B2%D0%BE%D0%B4%D0%B0,FOLK
СЕДЬМАЯ РАСА,ПОСТ-ГРАНЖ;ГРАНЖ;АЛЬТЕРНАТИВНЫЙ РОК,1997.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%B4%D1%8C%D0%BC%D0%B0%D1%8F_%D1%80%D0%B0%D1%81%D0%B0,ALTERNATIVE ROCK;GRUNGE;POST GRUNGE
СЕЗОН ДОЖДЕЙ,,,,
СЕЙФ,НОВАЯ ВОЛНА;ИНДИ;ГОТИК-РОК;РУССКИЙ РОК,1987.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%B9%D1%84_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),NEW WAVE;INDIE;GOTHIC ROCK;RUSSIAN ROCK
СЕКРЕТ,РОК-Н-РОЛЛ;РОК;БИТ;РИТМ-Н-БЛЮЗ,1983.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BA%D1%80%D0%B5%D1%82_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),BEAT;RHYTM-N-BLUES;ROCK;ROCK-N-ROLL
СЕКТОР ГАЗА,ФОЛК-РОК;ПАНК-РОК;РЭП-РОК;ХАРД-РОК;РЭП-МЕТАЛ,1987.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BA%D1%82%D0%BE%D1%80_%D0%93%D0%B0%D0%B7%D0%B0_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),FOLK ROCK;PUNK ROCK;RAP ROCK;HARD ROCK;RAP METAL
СЕЛО I ЛЮДИ,,2002.0,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BB%D0%BE_%D1%96_%D0%BB%D1%8E%D0%B4%D0%B8_(%D0%B3%D1%83%D1%80%D1%82),
СЕРДОЛИК,BARD;FOLK;ROCK,2009.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D1%80%D0%B4%D0%BE%D0%BB%D0%B8%D0%BA_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),BARD;FOLK;ROCK
СЕРДЦА,VIA,,,VIA
СЕРДЦА РОМЭН,,,,
СЕРДЦЕ ДУРАКА,РОК,1998.0,https://be-tarask.wikipedia.org/wiki/%D0%A1%D0%B5%D1%80%D0%B4%D1%86%D0%B5_%D0%B4%D1%83%D1%80%D0%B0%D0%BA%D0%B0,ROCK
СЕРДЦЕБИЕНИЕ,,,,
СЕРЕБРЯНАЯ СВАДЬБА,,2005.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D1%80%D0%B5%D0%B1%D1%80%D1%8F%D0%BD%D0%B0%D1%8F_%D1%81%D0%B2%D0%B0%D0%B4%D1%8C%D0%B1%D0%B0_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),
СЕРЖАНТ БЛЮЗ,,2010.0,,
СЕРП И МОЛОТ,,,,
СЕРЦЕ ДЖЕННIФЕР,,2009.0,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D1%80%D1%86%D0%B5_%D0%94%D0%B6%D0%B5%D0%BD%D0%BD%D1%96%D1%84%D0%B5%D1%80,
СЕРЦЕВИЙ НАПАД,ПАНК-РОК;ПОП-ПАНК,2004.0,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D1%80%D1%86%D0%B5%D0%B2%D0%B8%D0%B9_%D0%9D%D0%B0%D0%BF%D0%B0%D0%B4_(%D0%B3%D1%83%D1%80%D1%82),POP PUNK;PUNK ROCK
СЕРЬГА,БЛЮЗ-РОК;ХАРД-РОК,1994.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D1%80%D1%8C%D0%93%D0%B0,BLUES ROCK;HARD ROCK
СЕСТРА,,,,
СЕСТРИ ТЕЛЬНЮК,ДЖАЗ-РОК;CROSSOVER;АРТ-РОК,1986.0,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D1%81%D1%82%D1%80%D0%B8_%D0%A2%D0%B5%D0%BB%D1%8C%D0%BD%D1%8E%D0%BA,ART ROCK;JAZZ ROCK;CROSSOVER
СЕСТРЫ ЗАЙЦЕВЫ,,1990.0,https://ru.wikipedia.org/wiki/%D0%A1%D1%91%D1%81%D1%82%D1%80%D1%8B_%D0%97%D0%B0%D0%B9%D1%86%D0%B5%D0%B2%D1%8B,
СЕСТРЫ ТОЛМАЧЕВЫ,,2006.0,https://ru.wikipedia.org/wiki/%D0%A1%D1%91%D1%81%D1%82%D1%80%D1%8B_%D0%A2%D0%BE%D0%BB%D0%BC%D0%B0%D1%87%D1%91%D0%B2%D1%8B,
СИБИРСКИЙ СИНДИКАТ,ХИП-ХОП;РЭП,2004.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D0%B1%D0%B8%D1%80%D1%81%D0%BA%D0%B8%D0%B9_%D0%A1%D0%B8%D0%BD%D0%B4%D0%B8%D0%BA%D0%B0%D1%82,RAP;HIP HOP
СИГМА РУ,,,,
СИКОРСКИЙ BAND,,,,
СИЛЬВЕР,МЕРСИБИТ;РОК-Н-РОЛЛ;РОК;ПСИХОДЕЛИЧЕСКИЙ РОК,1995.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D0%BB%D1%8C%D0%B2%D0%B5%D1%80_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),ROCK;MERSEYBEAT;ROCK-N-ROLL;PSYCHODELIC ROCK
СИЛЬФЫ,,,,
СИНДРОМ ВНЕЗАПНОЙ СМЕРТИ,,,,
СИНИЙ КРОКОДИЛ,,,,
СИНИЦА,,,,
СИНЯЯ ПТИЦА,VIA,1972.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D0%BD%D1%8F%D1%8F_%D0%BF%D1%82%D0%B8%D1%86%D0%B0_(%D0%92%D0%98%D0%90),VIA
СИРЕНА,,,,
СИРИН,VIA,1985.0,,VIA
СИСТЕМА,,,,
СИСТЕМА КОРР,PROGRESSIVE-METAL,2006.0,https://uk.wikipedia.org/wiki/%D0%A1%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%B0_%D0%9A%D0%9E%D0%A0%D0%A0,PROGRESSIVE METAL
СИТИ,,,,
СКАЖЕНИЙ СМIХ,,,,
СКАЗ,БЛЕК-МЕТАЛ,,,BLACK METAL
СКАЗКИ M-LLE DE CADENCE,,,,
СКАЗКИ ЧЕРНОГО ГОРОДА,,2007.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%BA%D0%B0%D0%B7%D0%BA%D0%B8_%D0%A7%D1%91%D1%80%D0%BD%D0%BE%D0%B3%D0%BE_%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D0%B0,
СКАЗОЧНИК В ЗАКОНЕ,,,,
СКАЗЫ ЛЕСА,НЕОФОЛК;ФОЛК-РОК;ФОЛК-ПАНК;ХАРДКОР-ПАНК,1991.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%BA%D0%B0%D0%B7%D1%8B_%D0%BB%D0%B5%D1%81%D0%B0,FOLK ROCK;HARDCORE PUNK;FOLK PUNK;NEW FOLK
СКАНДАЛ,,,,
СКАФАНДР,DUB METAL;ИНСТРУМЕНТАЛЬНЫЙ РОК,1998.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%BA%D0%B0%D1%84%D0%B0%D0%BD%D0%B4%D1%80_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),INSTRUMENTAL ROCK;DUB METAL
СКВОРЦЫ СТЕПАНОВА,ГЛЭМ-РОК;ДЗЕН-ПАНК;АЛЬТЕРНАТИВНЫЙ РОК,2008.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%BA%D0%B2%D0%BE%D1%80%D1%86%D1%8B_%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD%D0%BE%D0%B2%D0%B0,GLAM ROCK;ALTERNATIVE ROCK;ZEN PUNK
СКВОШ,,,,
СКИПЕТР,АЛЬТЕРНАТИВНЫЙ МЕТАЛ;ПАУЭР-МЕТАЛ;ХЕВИ-МЕТАЛ,2006.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%BA%D0%B8%D0%BF%D0%B5%D1%82%D1%80_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),ALTERNATIVE METAL;HEAVY METAL;POWER METAL
СКИФЫ,,,,
СКОМОРОХИ,РОК,1966.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%BA%D0%BE%D0%BC%D0%BE%D1%80%D0%BE%D1%85%D0%B8_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),ROCK
СКОМОРОХИ (ВИА),ЭСТРАДА;ПОП-МУЗЫКА,1970.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%BA%D0%BE%D0%BC%D0%BE%D1%80%D0%BE%D1%85%D0%B8_(%D0%B0%D0%BD%D1%81%D0%B0%D0%BC%D0%B1%D0%BB%D1%8C),POP;ESTRADE
СКОРАЯ ПОМОЩЬ,ХЕВИ-МЕТАЛ,1980.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%BA%D0%BE%D1%80%D0%B0%D1%8F_%D0%9F%D0%BE%D0%BC%D0%BE%D1%89%D1%8C_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),HEAVY METAL
СКРИНЯ,НАРОДНА ПІСНЯ;ПОПУЛЯРНА ПІСНЯ,1988.0,https://uk.wikipedia.org/wiki/%D0%94%D1%83%D0%B5%D1%82_%C2%AB%D0%A1%D0%BA%D1%80%D0%B8%D0%BD%D1%8F%C2%BB,POP;FOLK SONGS
СКРИПСВАЙ,,,,
СКРУDG,ПОСТ-ПАНК;ГРАНЖ;АЛЬТЕРНАТИВНИЙ РОК,2004.0,https://uk.wikipedia.org/wiki/%D0%A1%D0%BA%D1%80%D1%83DG,ALTERNATIVE ROCK;POST PUNK;GRUNGE
СКРЯБIН,ПОСТ-ПАНК;ПОП-РОК;НОВАЯ РОМАНТИКА;СИНТИ-ПОП,,https://ru.wikipedia.org/wiki/%D0%A1%D0%BA%D1%80%D1%8F%D0%B1%D0%B8%D0%BD_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),NEW ROMANCE;POST PUNK;SYNTH POP;POP ROCK
СЛАВЯНЕ,РОК-Н-РОЛЛ;БЛЮЗ-РОК,1964.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%BB%D0%B0%D0%B2%D1%8F%D0%BD%D0%B5_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),BLUES ROCK;ROCK-N-ROLL
СЛАДКИЙ СОН,DISCO,1989.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%BB%D0%B0%D0%B4%D0%BA%D0%B8%D0%B9_%D1%81%D0%BE%D0%BD,DISCO
СЛАЙДЫ,,,,
СЛЕД,,,,
СЛЕПОЙ МУЗЫКАНТ,,,,
СЛИВКИ,ПОП,2002.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%BB%D0%B8%D0%B2%D0%BA%D0%B8_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),POP
СЛИВКИ ОБЩЕСТВА,,,,
СЛОВЯНЕ,,,,
СЛОМАННЫЙ ВОЗДУХ,,,,
СЛОН,,,,
СЛОНЫ,,,,
СЛОТ,ФАНК;РЭПКОР;АЛЬТЕРНАТИВНЫЙ РОК;МЕТАЛ;ПОП-РОК;НЮ-МЕТАЛ,2002.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%BB%D0%BE%D1%82_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),METAL;FUNK;NEW METAL;ALTERNATIVE ROCK;RAPCORE;POP ROCK
СМЕНА МНЕНИЙ,,,,
СМЕРIЧКА,,1966.0,https://uk.wikipedia.org/wiki/%D0%A1%D0%BC%D0%B5%D1%80%D1%96%D1%87%D0%BA%D0%B0,
СМЕЩЕНИЕ,,,,
СМУТА,,,,
СМЫСЛОВЫЕ ГАЛЛЮЦИНАЦИИ,ПОСТ-ПАНК;РУССКИЙ РОК;АЛЬТЕРНАТИВНЫЙ РОК;ИНДИ-РОК,1989.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%BC%D1%8B%D1%81%D0%BB%D0%BE%D0%B2%D1%8B%D0%B5_%D0%B3%D0%B0%D0%BB%D0%BB%D1%8E%D1%86%D0%B8%D0%BD%D0%B0%D1%86%D0%B8%D0%B8,INDIE ROCK;ALTERNATIVE ROCK;POST PUNK;RUSSIAN ROCK
СНГ,,,,
СНЕГА,ЭТНО;МИНИМАЛИЗМ;ХИП-ХОП;ЭЛЕКТРОПОП;ЭЛЕКТРОПАНК;ФРИ-ДЖАЗ,2005.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%BD%D0%B5%D0%B3%D0%B0_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),MINIMAL MUSIC;ELECTRO PUNK;ETHNO;FREE JAZZ;ELECTRO POP;HIP HOP
СНЫ НАНО-МЕХАНИКА,,,,
СНЫ ФУРЬЕ,,,,
СО СКРИПОМ,,,,
СОБАКА ЦЕ ЦЕ,ХАРДКОР;ИНДАСТРИАЛ;ГРАЙНДКОР;ТРЭШ-МЕТАЛ;ЭЛЕКТРОНИКА,1989.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%B1%D0%B0%D0%BA%D0%B0_%D0%A6%D0%B5_%D0%A6%D0%B5,INDUSTRIAL;ELECTRONIC;HARDCORE;GRINDCORE;THRASH METAL
СОБАКИ В КОСМОСI,,2000.0,https://uk.wikipedia.org/wiki/%D0%A1%D0%BE%D0%B1%D0%B0%D0%BA%D0%B8_%D0%B2_%D0%9A%D0%BE%D1%81%D0%BC%D0%BE%D1%81%D1%96,
СОБАКИ КАЧАЛОВА,ПОСТ-ПАНК;РУССКИЙ РОК;INDIE ROCK,1996.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%B1%D0%B0%D0%BA%D0%B8_%D0%9A%D0%B0%D1%87%D0%B0%D0%BB%D0%BE%D0%B2%D0%B0,INDIE ROCK;POST PUNK;RUSSIAN ROCK
СОБАЧИЙ ТРИНДЕМ №2,,,,
СОВЕТСКАЯ ПЕСНЯ,ЭСТРАДНАЯ МУЗЫКА;ПОП-МУЗЫКА,1962.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%B2%D0%B5%D1%82%D1%81%D0%BA%D0%B0%D1%8F_%D0%BF%D0%B5%D1%81%D0%BD%D1%8F_(%D0%B2%D0%BE%D0%BA%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9_%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B5%D1%82),POP;ESTRADE
СОКИРА ПЕРУНА,ПАГАН-МЕТАЛ;ФОЛК-МЕТАЛ;RAC;WHITE POWER,1998.0,https://uk.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BA%D0%B8%D1%80%D0%B0_%D0%9F%D0%B5%D1%80%D1%83%D0%BD%D0%B0,RAC;PAGAN METAL;FOLK METAL;WHITE POWER
СОКОЛ,РОК-Н-РОЛЛ;БЛЮЗ-РОК;ХАРД-РОК,1964.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BA%D0%BE%D0%BB_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),BLUES ROCK;ROCK-N-ROLL;HARD ROCK
СОКОЛИ,POP,1990.0,https://uk.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BA%D0%BE%D0%BB%D0%B8_(%D0%B3%D1%83%D1%80%D1%82),POP
СОКОЛИНАЯ ОХОТА,,,,
СОЛДАТ СЕМЕНОВ,,,,
СОЛИСТЫ ЕКАТЕРИНЫ ВЕЛИКОЙ,КЛАССИЦИЗМ;БАРОККО,,https://ru.wikipedia.org/wiki/Солисты_Екатерины_Великой,BAROQUE;CLASSICAL
СОЛНЦЕ,,,,
СОЛНЦЕ ЛАУРЫ,ПСИХОДЕЛИЧЕСКИЙ РОК;ПОСТ-ПАНК;ПРОГРЕССИВНЫЙ РОК;НОВАЯ РОМАНТИКА;РУССКИЙ РОК,2004.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BB%D0%BD%D1%86%D0%B5_%D0%9B%D0%B0%D1%83%D1%80%D1%8B,PSYCHODELIC ROCK;NEW ROMANCE;PROGRESSIVE ROCK;POST PUNK;RUSSIAN ROCK
СОЛНЦЕВОРОТ,ФОЛК-РОК,2009.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BB%D0%BD%D1%86%D0%B5%D0%B2%D0%BE%D1%80%D0%BE%D1%82_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),FOLK ROCK
СОЛОВЕЙ РАЗБОЙНИК,,,,
СОЛОМЕННЫЕ ЕНОТЫ,ПОСТ-ПАНК;ПАНК-РОК;НОЙЗ-РОК;ЛОУ-ФАЙ;ИНДИ-РОК,1992.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BB%D0%BE%D0%BC%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5_%D0%B5%D0%BD%D0%BE%D1%82%D1%8B,PUNK ROCK;NOISE ROCK;LO-FI;POST PUNK;INDIE ROCK
СОМНАМБУЛА,,,,
СОНАНС,,,,
СОНЦЕ,РОК;ФОЛК,2006.0,https://uk.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BD%D0%A6%D0%B5_(%D0%B3%D1%83%D1%80%D1%82),FOLK;ROCK
СОНЦЕ-ХМАРИ,РОК-Н-РОЛЛ;ФОЛК-РОК,2002.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BD%D1%86%D0%B5-%D0%A5%D0%BC%D0%B0%D1%80%D0%B8,FOLK ROCK;ROCK-N-ROLL
СОНЦЕКЛЬОШ,РЕТРО,2005.0,https://uk.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BD%D1%86%D0%B5%D0%BA%D0%BB%D1%8C%D0%BE%D1%88,RETRO
СОНЦЕСВIТ,,2009.0,https://uk.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BD%D1%86%D0%B5%D1%81%D0%B2%D1%96%D1%82,
СОРБОННА,,,,
СОУС,,,,
СОЮЗ,,,,
СОЮЗ КОММЕРЧЕСКОГО АВАНГАРДА,,,,
СОЮЗ ЛЮБИТЕЛЕЙ МУЗЫКИ РОК,,,,
СОЮЗ ЛЮБИТЕЛЕЙ МУЗЫКИ РОК,,,,
СОЮЗ СОЗИДАЮЩИХ,АНАРХО-ПАНК;ПАРТИЗАН-ПАНК,2003.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D1%8E%D0%B7_%D0%A1%D0%BE%D0%B7%D0%B8%D0%B4%D0%B0%D1%8E%D1%89%D0%B8%D1%85,PARTISAN PUNK;ANARCHO PUNK
СП БАБАЙ,,,,
СПIВ БРАТIВ,,2010.0,https://uk.wikipedia.org/wiki/%D0%A1%D0%BF%D1%96%D0%B2_%D0%91%D1%80%D0%B0%D1%82%D1%96%D0%B2,
СПАЛАХНУВ ШИФЕР,АЛЬТЕРНАТИВА,1996.0,https://uk.wikipedia.org/wiki/%D0%A1%D0%BF%D0%B0%D0%BB%D0%B0%D1%85%D0%BD%D1%83%D0%B2_%D0%A8%D0%B8%D1%84%D0%B5%D1%80,ALTERNATIVE
СПАМ,,,,
СПАСАТЕЛЬНЫЙ КРУГ,,,,
СПЕКТР,,,,
СПИ,,,,
СПИН,,,,
СПЛАВ,,,,
СПЛИН,РУССКИЙ РОК;АЛЬТЕРНАТИВНЫЙ РОК;ИНДИ-РОК,1994.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%BF%D0%BB%D0%B8%D0%BD,INDIE ROCK;ALTERNATIVE ROCK;RUSSIAN ROCK
СПОКОЙНОЙ НОЧИ,,,,
СПУТНИК ВОСТОК,ROCK,1987.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%BF%D1%83%D1%82%D0%BD%D0%B8%D0%BA_%D0%92%D0%BE%D1%81%D1%82%D0%BE%D0%BA_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),ROCK
СРЕДНЕРУССКАЯ ВОЗВЫШЕННОСТЬ,,,,
СС-20,,,,
СТАЙЕР,,,,
СТАЛКЕР,,1985.0,,
СТАН,,,,
СТАНДАРТ,,,,
СТАНЦИОННЫЙ СМОТРИТЕЛЬ,ПОСТ-ГРАНЖ;ПОСТ-ПАНК;ПАНК-РОК;ГРАНЖ;РОК,1998.0,https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D0%BD%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9_%D1%81%D0%BC%D0%BE%D1%82%D1%80%D0%B8%D1%82%D0%B5%D0%BB%D1%8C_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),PUNK ROCK;ROCK;GRUNGE;POST PUNK;POST GRUNGE
СТАНЦИЯ МИР,,,,
СТАРАЯ МОСКВА,,,,
СТАРТ,,,,
СТАРЫ ОЛЬСА,СРЕДНЕВЕКОВАЯ МУЗЫКА;БЕЛОРУССКАЯ НАРОДНАЯ МУЗЫКА,1999.0,https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D1%80%D1%8B_%D0%9E%D0%BB%D1%8C%D1%81%D0%B0,FOLK;MEDIEVAL
СТАРЫЙ ПРИЯТЕЛЬ,,,,
СТАРЫЙ ТРЕТИЙ,,2005.0,https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D1%80%D1%8B%D0%B9_%D1%82%D1%80%D0%B5%D1%82%D0%B8%D0%B9,
СТАЯ,ИНДАСТРИАЛ-МЕТАЛ;АЛЬТЕРНАТИВНЫЙ МЕТАЛ;ХЕВИ-МЕТАЛ,2003.0,https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D1%8F_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),ALTERNATIVE METAL;INDUSTRIAL METAL;HEAVY METAL
СТДК,ДИСКО;ХИП-ХОП;РЭП,1991.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%A2%D0%94%D0%9A,DISCO;RAP;HIP HOP
СТЕКЛОВАТА,ПОП,2000.0,https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%B5%D0%BA%D0%BB%D0%BE%D0%B2%D0%B0%D1%82%D0%B0_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),POP
СТЕЛЛА,ГЛЭМ-МЕТАЛ;СИНТИ-ПОП;ХАРД-РОК;НОВАЯ ВОЛНА;ГЛЭМ-РОК;СОФТ-РОК,1988.0,https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%B5%D0%BB%D0%BB%D0%B0_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),NEW WAVE;SOFT ROCK;SYNTH POP;HARD ROCK;GLAM ROCK;GLAM METAL
СТЕП (RU),,,,
СТЕП (UA),ПОП-МУЗИКА;ДЕНСХОЛ,1995.0,https://uk.wikipedia.org/wiki/%D0%A1%D1%82%D0%B5%D0%BF_(%D0%B3%D1%83%D1%80%D1%82),POP;DANCE HALL
СТЕРЕОТИПЫ,,,,
СТИЗ,РОК;МЕТАЛЛ;ХАРД-РОК;АЛЬТЕРНАТИВНЫЙ РОК,2000.0,https://ru.wikipedia.org/wiki/%D0%A1%D0%A2%D0%98%D0%97,ALTERNATIVE ROCK;METAL;ROCK;HARD ROCK
СТОД,,,,
СТОЖАРЫ,,,,
СТРАЙКЪ,,,,
СТРАННЫЕ ИГРЫ,НОВАЯ ВОЛНА;СКА;РЕГГИ,1982.0,https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D1%80%D0%B0%D0%BD%D0%BD%D1%8B%D0%B5_%D0%B8%D0%B3%D1%80%D1%8B,NEW WAVE;SKA;REGGAE
СТРЕЛКИ,ПОП,1997.0,https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D1%80%D0%B5%D0%BB%D0%BA%D0%B8_(%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0),POP
СТРЕЛОЧКИ/PERESTRELKI,,,,
СТРЕСС,,,,
СТРИТ-ФИДЛЕРС,,,,
СТУК БАМБУКА В XI ЧАСОВ,ЭМБИЕНТ;ТРИП-ХОП,,https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D1%83%D0%BA_%D0%91%D0%B0%D0%BC%D0%B1%D1%83%D0%BA%D0%B0_%D0%B2_XI_%D1%87%D0%B0%D1%81%D0%BE%D0%B2,TRIP HOP;AMBIENT
СТУПЕНИ,,,,
СТЫРОВ,,,,
СУВЕНИР,,,,
СУДЗУКИ И СОЧУВСТВУЮЩИЕ,ДЖАЗ-ШАНСОН,2007.0,https://ru.wikipedia.org/wiki/%D0%A1%D1%83%D0%B4%D0%B7%D1%83%D0%BA%D0%B8_%D0%B8_%D0%A1%D0%BE%D1%87%D1%83%D0%B2%D1%81%D1%82%D0%B2%D1%83%D1%8E%D1%89%D0%B8%D0%B5,JAZZ CHANSON
СУЗОР’Е,РОК,1977.0,https://be-tarask.wikipedia.org/wiki/%D0%A1%D1%83%D0%B7%D0%BE%D1%80%E2%80%99%D0%B5_(%D0%B3%D1%83%D1%80%D1%82),ROCK
СУИЦИД,,,,
СУПЕР,,,,
СУПЕР ВУЙКИ,ХАРД-РОК,1975.0,https://uk.wikipedia.org/wiki/%D0%A1%D1%83%D0%BF%D0%B5%D1%80_%D0%92%D1%83%D0%B9%D0%BA%D0%B8,HARD ROCK
СУРГАНОВА И ОРКЕСТР,ЭЛЕКТРОНИК-РОК;АРТ-РОК;ДЖАЗ;ТРИП-ХОП,2003.0,https://ru.wikipedia.org/wiki/%D0%A1%D1%83%D1%80%D0%B3%D0%B0%D0%BD%D0%BE%D0%B2%D0%B0_%D0%B8_%D0%9E%D1%80%D0%BA%D0%B5%D1%81%D1%82%D1%80,ART ROCK;TRIP HOP;JAZZ;ELECTRO ROCK
СУРОВАРГ,ФОЛК,,https://ru.wikipedia.org/wiki/%D0%A1%D1%83%D1%80%D0%BE%D0%B2%D0%B0%D1%80%D0%B3,FOLK
СУРОВЫЙ ФЕВРАЛЬ,,,,
СФИНКС,,,,
СХIД-SIDE,,,,
СЦЯНА,АЛЬТЭРНАТЫЎНЫ РОК,1999.0,https://be-tarask.wikipedia.org/wiki/%D0%A1%D1%8C%D1%86%D1%8F%D0%BD%D0%B0_(%D0%B3%D1%83%D1%80%D1%82),ALTERNATIVE ROCK
СЧАСТЛИВОЕ СЕМЕЙСТВО,,,,
СЧАСТЛИВЫЙ СЛУЧАЙ,,,,
СЬОМЕ НЕБО,POP,2008.0,"https://uk.wikipedia.org/wiki/%D0%A1%D1%8C%D0%BE%D0%BC%D0%B5_%D0%BD%D0%B5%D0%B1%D0%BE_(%D0%BF%D0%BE%D0%BF-%D0%B3%D1%83%D1%80%D1%82,_%D0%A3%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D0%B0)",POP
СЮТКИН И КО,,,,
